customerID,tenure,Contract,PaperlessBilling,PaymentMethod
3450-WXOAT,46,Month-to-month,Yes,Credit card (automatic)
9251-WNSOD,67,One year,No,Mailed check
6974-DAFLI,55,One year,No,Electronic check
2616-UUTFK,33,Month-to-month,Yes,Bank transfer (automatic)
7064-JHXCE,62,Two year,No,Credit card (automatic)
5103-MHMHY,1,Month-to-month,No,Mailed check
7989-AWGEH,49,Month-to-month,Yes,Electronic check
4373-VVHQL,1,Month-to-month,Yes,Electronic check
4559-UWIHT,14,Month-to-month,Yes,Electronic check
7268-IGMFD,18,Month-to-month,No,Bank transfer (automatic)
1846-XWOQN,1,Month-to-month,Yes,Electronic check
0235-KGSLC,1,Month-to-month,Yes,Credit card (automatic)
6650-BWFRT,72,Two year,Yes,Credit card (automatic)
9570-KYEUA,64,Two year,No,Credit card (automatic)
6993-YGFJV,69,Two year,Yes,Bank transfer (automatic)
2712-SYWAY,1,Month-to-month,Yes,Electronic check
0730-BGQGF,71,Two year,No,Credit card (automatic)
5498-IBWPI,66,One year,Yes,Credit card (automatic)
9101-NTIXF,2,Month-to-month,No,Mailed check
0013-SMEOE,71,Two year,Yes,Bank transfer (automatic)
9314-QDMDW,11,One year,Yes,Electronic check
9308-ANMVE,47,Month-to-month,Yes,Electronic check
2884-GBPFB,35,Month-to-month,Yes,Electronic check
3757-NJYBX,32,Month-to-month,No,Bank transfer (automatic)
3413-DHLPB,60,Month-to-month,Yes,Bank transfer (automatic)
7649-PHJVR,11,One year,No,Mailed check
6114-TCFID,29,One year,No,Credit card (automatic)
3787-TRIAL,21,Month-to-month,Yes,Electronic check
2573-GYRUU,48,Month-to-month,Yes,Credit card (automatic)
5156-UMKOW,3,Month-to-month,No,Mailed check
1247-QBVSH,43,Month-to-month,No,Mailed check
6734-GMPVK,5,Month-to-month,No,Electronic check
9822-OAOVB,1,Month-to-month,Yes,Electronic check
6161-ERDGD,71,One year,No,Electronic check
1226-JZNKR,8,One year,No,Electronic check
7318-EIVKO,8,Month-to-month,Yes,Electronic check
3771-PZOBW,20,Month-to-month,Yes,Credit card (automatic)
5136-KCKGI,33,One year,Yes,Mailed check
8231-BSWXX,71,One year,Yes,Credit card (automatic)
6486-LHTMA,31,One year,Yes,Electronic check
4083-BFNYK,38,One year,No,Credit card (automatic)
3722-WPXTK,1,Month-to-month,Yes,Electronic check
7389-KBFIT,2,Month-to-month,Yes,Mailed check
7176-WIONM,12,Month-to-month,Yes,Bank transfer (automatic)
5141-ZUVBH,9,Month-to-month,No,Bank transfer (automatic)
1089-HDMKP,11,Month-to-month,Yes,Electronic check
7623-HKYRK,6,Month-to-month,No,Mailed check
0310-SUCIN,71,One year,Yes,Bank transfer (automatic)
5197-PYEPU,42,One year,Yes,Credit card (automatic)
2929-ERCFZ,8,Month-to-month,Yes,Electronic check
7548-SEPYI,5,Month-to-month,Yes,Electronic check
8835-VSDSE,2,Month-to-month,Yes,Electronic check
6619-RPLQZ,45,Two year,No,Mailed check
3275-RHRNE,28,One year,Yes,Credit card (automatic)
3503-TYDAY,43,Month-to-month,No,Electronic check
6901-GOGZG,60,Two year,Yes,Electronic check
1623-NLDOT,42,One year,No,Mailed check
7021-XSNYE,7,Two year,No,Credit card (automatic)
9621-OUPYD,25,One year,Yes,Bank transfer (automatic)
9898-KZQDZ,40,Month-to-month,Yes,Credit card (automatic)
8982-NHAVY,27,One year,Yes,Bank transfer (automatic)
4307-KWMXE,10,Month-to-month,No,Electronic check
0141-YEAYS,27,Month-to-month,Yes,Bank transfer (automatic)
2450-ZKEED,11,One year,No,Bank transfer (automatic)
3694-DELSO,4,Month-to-month,No,Credit card (automatic)
3893-JRNFS,68,Month-to-month,Yes,Bank transfer (automatic)
9603-OAIHC,1,Month-to-month,Yes,Electronic check
1133-KXCGE,18,One year,No,Mailed check
5236-PERKL,57,Two year,Yes,Bank transfer (automatic)
0142-GVYSN,26,Month-to-month,Yes,Electronic check
1049-FYSYG,17,Month-to-month,Yes,Credit card (automatic)
7854-FOKSF,1,Month-to-month,No,Electronic check
2519-FAKOD,38,Month-to-month,Yes,Bank transfer (automatic)
8406-LNMHF,59,One year,Yes,Credit card (automatic)
1821-BUCWY,30,Two year,Yes,Mailed check
8263-JQAIK,2,Month-to-month,Yes,Mailed check
0023-UYUPN,50,One year,No,Electronic check
8314-DPQHL,9,One year,No,Mailed check
1465-WCZVT,3,Month-to-month,No,Mailed check
9481-SFCQY,14,Month-to-month,Yes,Credit card (automatic)
6360-SVNWV,31,Month-to-month,Yes,Credit card (automatic)
0567-GGCAC,7,Month-to-month,No,Electronic check
7089-IVVAZ,8,Month-to-month,Yes,Bank transfer (automatic)
8884-MRNSU,17,One year,No,Bank transfer (automatic)
2171-UDMFD,32,Month-to-month,Yes,Credit card (automatic)
9050-IKDZA,2,Month-to-month,No,Mailed check
2205-YMZZJ,7,Month-to-month,Yes,Electronic check
9802-CAQUT,72,Two year,No,Credit card (automatic)
1254-IZEYF,31,Month-to-month,Yes,Electronic check
0187-WZNAB,27,Month-to-month,No,Mailed check
9492-TOKRI,18,Month-to-month,Yes,Credit card (automatic)
1475-VWVDO,7,Month-to-month,Yes,Electronic check
9221-OTIVJ,14,Month-to-month,Yes,Electronic check
1357-MVDOZ,11,Month-to-month,Yes,Bank transfer (automatic)
7602-MVRMB,72,Two year,Yes,Bank transfer (automatic)
3325-FUYCG,28,One year,No,Electronic check
5908-QMGOE,15,Month-to-month,Yes,Credit card (automatic)
1197-BVMVG,4,Month-to-month,Yes,Electronic check
5406-KGRMX,71,Two year,No,Electronic check
8481-YYXWG,5,Month-to-month,Yes,Electronic check
5968-HYJRZ,47,Two year,No,Mailed check
5198-EFNBM,57,One year,Yes,Electronic check
7516-GMHUV,50,Two year,Yes,Credit card (automatic)
7140-ADSMJ,8,Month-to-month,Yes,Credit card (automatic)
2230-XTUWL,48,Two year,No,Mailed check
7706-YLMQA,70,One year,No,Bank transfer (automatic)
2585-KTFRE,1,Month-to-month,Yes,Bank transfer (automatic)
7994-UYIVZ,8,Month-to-month,Yes,Bank transfer (automatic)
2609-IAICY,1,Month-to-month,Yes,Electronic check
1740-CSDJP,1,Month-to-month,Yes,Bank transfer (automatic)
7717-BICXI,60,Two year,No,Mailed check
6559-RAKOZ,49,One year,Yes,Electronic check
2636-OHFMN,4,Month-to-month,Yes,Electronic check
4716-MRVEN,29,One year,No,Mailed check
2143-LJULT,67,Two year,Yes,Credit card (automatic)
1323-OOEPC,53,Month-to-month,Yes,Credit card (automatic)
3200-MNQTF,67,Two year,No,Credit card (automatic)
6164-HXUGH,6,Month-to-month,No,Mailed check
5630-IXDXV,47,Month-to-month,Yes,Electronic check
0320-DWVTU,53,Two year,No,Mailed check
9135-MGVPY,69,Two year,Yes,Mailed check
1212-GLHMD,3,Month-to-month,Yes,Mailed check
7878-JGDKK,4,Month-to-month,No,Mailed check
1088-AUUZZ,56,Two year,Yes,Credit card (automatic)
0397-GZBBC,59,Month-to-month,Yes,Bank transfer (automatic)
6614-YWYSC,61,Two year,No,Bank transfer (automatic)
9588-OZDMQ,2,Month-to-month,Yes,Electronic check
7641-EUYET,46,Month-to-month,Yes,Electronic check
6476-EPYZR,12,Month-to-month,No,Mailed check
9921-ZVRHG,14,Month-to-month,Yes,Electronic check
1174-FGIFN,28,One year,Yes,Electronic check
6620-HVDUJ,24,Month-to-month,No,Bank transfer (automatic)
4701-MLJPN,31,Month-to-month,Yes,Electronic check
1032-MAELW,68,One year,Yes,Electronic check
7641-TQFHN,39,Two year,No,Mailed check
1552-TKMXS,42,Month-to-month,No,Credit card (automatic)
9206-GVPEQ,13,Month-to-month,Yes,Electronic check
8622-ZLFKO,6,Month-to-month,Yes,Electronic check
1596-BBVTG,35,Month-to-month,No,Credit card (automatic)
6188-UXBBR,38,One year,Yes,Credit card (automatic)
2333-KWEWW,18,Two year,No,Credit card (automatic)
5702-SKUOB,4,Month-to-month,No,Mailed check
1134-YWTYF,27,Month-to-month,Yes,Electronic check
6061-GWWAV,41,One year,No,Mailed check
0679-TDGAK,50,One year,No,Electronic check
6585-WCEWR,72,Two year,No,Electronic check
9067-YGSCA,70,One year,No,Credit card (automatic)
9067-SQTNS,44,One year,No,Bank transfer (automatic)
8433-WXGNA,2,Month-to-month,Yes,Electronic check
1776-SPBWV,34,One year,Yes,Bank transfer (automatic)
8735-SDUFN,72,Two year,No,Bank transfer (automatic)
9668-PUGNU,71,Two year,Yes,Electronic check
9405-GPBBG,64,Two year,Yes,Credit card (automatic)
1926-QUZNN,72,Two year,Yes,Bank transfer (automatic)
3707-GNWHM,1,Month-to-month,Yes,Mailed check
7016-NVRIC,29,One year,No,Bank transfer (automatic)
5829-NVSQN,23,One year,Yes,Bank transfer (automatic)
9565-AXSMR,52,Two year,No,Mailed check
8922-LIEGH,25,Month-to-month,Yes,Electronic check
8869-LIHMK,64,Two year,Yes,Bank transfer (automatic)
8245-UMPYT,16,Month-to-month,Yes,Electronic check
5186-SAMNZ,1,Month-to-month,Yes,Bank transfer (automatic)
0447-RXSGD,24,Month-to-month,Yes,Bank transfer (automatic)
4927-WWOOZ,2,Month-to-month,Yes,Electronic check
5788-YPOEG,34,Two year,No,Mailed check
5373-SFODM,36,Month-to-month,Yes,Credit card (automatic)
0661-KBKPA,53,One year,Yes,Mailed check
9081-WWXKP,47,Two year,No,Credit card (automatic)
0784-ZQJZX,72,Two year,No,Credit card (automatic)
3133-PZNSR,72,Two year,Yes,Credit card (automatic)
5766-ZJYBB,1,Month-to-month,No,Mailed check
8931-GJJIQ,9,Month-to-month,Yes,Electronic check
4277-PVRAN,8,Month-to-month,Yes,Bank transfer (automatic)
0022-TCJCI,45,One year,No,Credit card (automatic)
0722-SVSFK,7,Month-to-month,Yes,Electronic check
3612-YVGSJ,71,Two year,Yes,Credit card (automatic)
9825-YCXWZ,41,One year,Yes,Bank transfer (automatic)
5397-NSKQG,67,Two year,No,Credit card (automatic)
8565-HBFNN,69,One year,Yes,Credit card (automatic)
2000-DHJUY,70,Two year,Yes,Bank transfer (automatic)
0203-HHYIJ,25,One year,No,Bank transfer (automatic)
8670-ERCJH,72,Two year,No,Bank transfer (automatic)
7758-UJWYS,34,Two year,Yes,Electronic check
2050-ONYDQ,65,Two year,No,Credit card (automatic)
7055-JCGNI,70,Two year,Yes,Credit card (automatic)
0739-UUAJR,72,Two year,Yes,Credit card (automatic)
4826-DXMUP,35,One year,Yes,Mailed check
0952-KMEEH,13,Month-to-month,No,Mailed check
7285-KLOTR,12,One year,No,Electronic check
0654-PQKDW,62,One year,Yes,Bank transfer (automatic)
7175-NTIXE,25,Month-to-month,Yes,Credit card (automatic)
7963-SHNDT,52,Two year,No,Mailed check
9796-BPKIW,8,Month-to-month,Yes,Credit card (automatic)
0188-GWFLE,2,Month-to-month,No,Mailed check
8129-GMVGI,56,Two year,No,Mailed check
2882-DDZPG,12,Month-to-month,No,Bank transfer (automatic)
3547-LQRIK,47,One year,No,Electronic check
9137-NOQKA,2,Month-to-month,No,Electronic check
5843-TTHGI,18,Month-to-month,Yes,Mailed check
1849-RJYIG,8,Month-to-month,Yes,Electronic check
8868-GAGIO,45,Month-to-month,Yes,Mailed check
4061-UKJWL,3,Month-to-month,No,Mailed check
5380-XPJNZ,38,One year,No,Mailed check
8263-QMNTJ,72,Two year,Yes,Electronic check
8178-EYZUO,46,Month-to-month,Yes,Electronic check
3230-JCNZS,71,Two year,Yes,Credit card (automatic)
0277-ORXQS,66,Two year,No,Bank transfer (automatic)
5130-IEKQT,25,Month-to-month,No,Mailed check
3230-WYKIR,18,One year,Yes,Credit card (automatic)
7996-BPXHY,13,Two year,Yes,Bank transfer (automatic)
3227-WLKLI,65,Two year,No,Bank transfer (automatic)
0407-BDJKB,60,Month-to-month,Yes,Electronic check
2266-FUBDZ,15,Two year,No,Mailed check
8237-ULIXL,72,Two year,No,Credit card (automatic)
9600-UDOPK,30,Month-to-month,Yes,Credit card (automatic)
8216-AZUUZ,42,Two year,Yes,Electronic check
9153-BTBVV,71,Two year,No,Bank transfer (automatic)
4074-SJFFA,1,Month-to-month,Yes,Mailed check
3269-ATYWD,39,Month-to-month,Yes,Bank transfer (automatic)
5186-PEIZU,35,Month-to-month,No,Bank transfer (automatic)
1074-AMIOH,53,Month-to-month,Yes,Bank transfer (automatic)
4910-GMJOT,1,Month-to-month,Yes,Electronic check
0354-WYROK,31,Month-to-month,Yes,Electronic check
4361-FEBGN,48,Two year,No,Credit card (automatic)
7748-UMTRK,30,Month-to-month,Yes,Electronic check
0380-ZCSBI,10,Month-to-month,No,Credit card (automatic)
7145-FEJWU,12,Month-to-month,Yes,Electronic check
6463-MVYRY,57,Two year,No,Bank transfer (automatic)
3969-JQABI,58,Month-to-month,Yes,Credit card (automatic)
9624-EGDEQ,37,Two year,No,Mailed check
1051-EQPZR,44,Month-to-month,No,Mailed check
5849-ASHZJ,27,One year,No,Credit card (automatic)
5780-INQIK,8,Month-to-month,No,Electronic check
7576-OYWBN,3,Month-to-month,Yes,Electronic check
4526-ZJJTM,25,Month-to-month,No,Bank transfer (automatic)
8384-FZBJK,57,Month-to-month,Yes,Electronic check
3750-RNQKR,12,Month-to-month,No,Mailed check
0962-CQPWQ,62,Two year,No,Bank transfer (automatic)
3096-YXENJ,65,Two year,Yes,Bank transfer (automatic)
1265-BCFEO,71,Two year,Yes,Bank transfer (automatic)
5837-LXSDN,21,One year,Yes,Credit card (automatic)
5945-AZYHT,71,One year,Yes,Electronic check
8325-QRPZR,7,Month-to-month,Yes,Electronic check
6384-VMJHP,72,Two year,Yes,Credit card (automatic)
2262-SLNVK,1,Month-to-month,No,Electronic check
7730-CLDSV,72,Two year,Yes,Bank transfer (automatic)
1135-HIORI,64,One year,Yes,Electronic check
0164-APGRB,72,Two year,Yes,Electronic check
6481-ESCNL,29,Month-to-month,No,Bank transfer (automatic)
1790-NESIO,13,Two year,Yes,Mailed check
1550-EENBN,31,Month-to-month,No,Electronic check
5539-TMZLF,1,Month-to-month,Yes,Electronic check
4323-SADQS,7,Month-to-month,Yes,Electronic check
4446-BZKHU,61,Month-to-month,Yes,Electronic check
5202-IVJNU,39,Month-to-month,No,Credit card (automatic)
5976-JCJRH,10,Month-to-month,Yes,Electronic check
8198-RKSZG,14,Month-to-month,No,Credit card (automatic)
0137-OCGAB,1,Month-to-month,Yes,Mailed check
3351-NQLDI,67,One year,Yes,Credit card (automatic)
9297-EONCV,72,Two year,Yes,Bank transfer (automatic)
7593-JNWRU,6,Month-to-month,Yes,Bank transfer (automatic)
4588-YBNIB,1,Month-to-month,Yes,Mailed check
1069-QJOEE,25,One year,No,Electronic check
3336-JORSO,33,Month-to-month,Yes,Electronic check
7799-DSEWS,18,Month-to-month,Yes,Electronic check
8766-PAFNE,71,Two year,Yes,Credit card (automatic)
5315-CKEQK,28,One year,Yes,Electronic check
3130-ICDUP,2,Month-to-month,No,Credit card (automatic)
0820-FNRNX,17,Month-to-month,Yes,Mailed check
0880-FVFWF,56,Month-to-month,Yes,Electronic check
4611-ANLQC,60,One year,No,Electronic check
4213-HKBJO,33,Two year,No,Credit card (automatic)
2792-LSHWX,1,Month-to-month,Yes,Mailed check
5028-GZLDO,2,Month-to-month,No,Credit card (automatic)
0014-BMAQU,63,Two year,Yes,Credit card (automatic)
6861-XWTWQ,7,Month-to-month,Yes,Electronic check
9018-PCIOK,55,Two year,Yes,Mailed check
4837-QUSFT,65,One year,Yes,Bank transfer (automatic)
6877-TJMBR,1,Month-to-month,Yes,Electronic check
9953-ZMKSM,63,Two year,No,Mailed check
0907-HQNTS,70,Two year,Yes,Credit card (automatic)
7665-NKLAV,36,Two year,No,Credit card (automatic)
6769-DCQLI,52,One year,Yes,Bank transfer (automatic)
2433-KMEAS,22,Month-to-month,Yes,Electronic check
4391-LNRXK,22,Month-to-month,Yes,Bank transfer (automatic)
8250-ZNGGW,5,Month-to-month,No,Credit card (automatic)
2195-ZRVAX,47,Month-to-month,Yes,Electronic check
3550-SAHFP,33,Month-to-month,Yes,Electronic check
2011-TRQYE,18,Month-to-month,Yes,Credit card (automatic)
8562-GHPPI,1,Month-to-month,No,Credit card (automatic)
5893-PYOLZ,56,Two year,Yes,Credit card (automatic)
4986-MXSFP,2,Month-to-month,Yes,Mailed check
6131-FOYAS,35,Month-to-month,Yes,Electronic check
3027-YNWZU,64,Two year,No,Credit card (automatic)
5609-IMCGG,15,Month-to-month,Yes,Credit card (automatic)
4873-ILOLJ,24,Month-to-month,Yes,Electronic check
4727-MCYZG,1,Month-to-month,No,Mailed check
9481-WHGWY,70,Two year,No,Credit card (automatic)
2725-KXXWT,1,Month-to-month,Yes,Electronic check
9565-DJPIB,4,Month-to-month,No,Mailed check
4328-VUFWD,39,One year,No,Electronic check
3301-LSLWQ,29,Month-to-month,Yes,Electronic check
7473-ZBDSN,14,Two year,No,Mailed check
3166-PNEOF,61,Two year,No,Credit card (automatic)
5639-NTUPK,13,Month-to-month,Yes,Credit card (automatic)
8780-YRMTT,66,Two year,Yes,Mailed check
8348-HFYIV,2,Month-to-month,Yes,Electronic check
5140-FOMCQ,59,One year,Yes,Credit card (automatic)
6242-SGYTS,62,One year,Yes,Credit card (automatic)
8166-ORCHU,33,One year,Yes,Electronic check
8414-OOEEL,66,Two year,Yes,Credit card (automatic)
8454-AATJP,72,Two year,No,Credit card (automatic)
6849-WLEYG,1,Month-to-month,No,Mailed check
4659-NZRUF,19,Month-to-month,Yes,Electronic check
4531-AUZNK,51,One year,Yes,Mailed check
4191-XOVOM,63,Month-to-month,No,Electronic check
2150-OEGBV,27,One year,No,Bank transfer (automatic)
8429-XIBUM,22,Month-to-month,Yes,Bank transfer (automatic)
1855-CFULU,4,Month-to-month,No,Mailed check
4878-BUNFV,42,Two year,No,Mailed check
1872-EBWSC,29,One year,No,Mailed check
2608-BHKFN,4,Month-to-month,Yes,Credit card (automatic)
7026-YMSBE,30,One year,No,Mailed check
7341-LXCAF,4,Month-to-month,Yes,Electronic check
6997-UVGOX,71,Two year,No,Bank transfer (automatic)
9674-EHPPG,46,Two year,No,Credit card (automatic)
9462-MJUAW,4,Month-to-month,No,Mailed check
8128-YVJRG,7,Month-to-month,Yes,Mailed check
5440-VHLUL,69,One year,Yes,Bank transfer (automatic)
5781-BKHOP,72,Two year,No,Bank transfer (automatic)
4283-FUTGF,19,Month-to-month,Yes,Electronic check
5213-TWWJU,28,Month-to-month,No,Electronic check
1569-TTNYJ,5,Month-to-month,Yes,Electronic check
8628-MFKAX,72,Two year,Yes,Credit card (automatic)
2397-BRLOM,8,Month-to-month,Yes,Credit card (automatic)
7629-WIXZF,7,One year,Yes,Electronic check
5445-GLVOT,22,Month-to-month,Yes,Electronic check
3976-HXHCE,72,Two year,No,Bank transfer (automatic)
2466-NEJOJ,8,Month-to-month,No,Credit card (automatic)
0254-KCJGT,52,One year,Yes,Credit card (automatic)
5472-CVMDX,68,Two year,No,Mailed check
6461-SZMCV,71,Two year,No,Bank transfer (automatic)
8150-QUDFX,2,Month-to-month,No,Mailed check
9508-ILZDG,34,Month-to-month,Yes,Electronic check
2346-DJQTB,35,Month-to-month,No,Electronic check
1697-LYYYX,61,One year,No,Credit card (automatic)
1942-OQFRW,1,Month-to-month,No,Electronic check
4749-VFKVB,1,Month-to-month,Yes,Mailed check
9640-ZSLDC,53,One year,No,Credit card (automatic)
4231-LZUYM,72,Two year,No,Bank transfer (automatic)
7598-UAASY,2,Month-to-month,No,Electronic check
7938-OUHIO,3,Month-to-month,Yes,Electronic check
8510-AWCXC,13,Month-to-month,Yes,Electronic check
6128-AQBMT,41,Month-to-month,Yes,Electronic check
3594-BDSOA,24,One year,No,Credit card (automatic)
0431-APWVY,28,One year,Yes,Bank transfer (automatic)
5133-VRSAB,8,Month-to-month,No,Mailed check
5996-DAOQL,1,Month-to-month,Yes,Mailed check
6838-YAUVY,54,Two year,Yes,Bank transfer (automatic)
0484-JPBRU,41,Month-to-month,Yes,Bank transfer (automatic)
7883-ROJOC,19,Month-to-month,No,Mailed check
0244-LGNFY,72,Two year,No,Bank transfer (automatic)
7274-CGTOD,62,Two year,Yes,Bank transfer (automatic)
4295-YURET,56,Two year,Yes,Credit card (automatic)
3426-NIYYL,15,Month-to-month,No,Electronic check
8225-BTJAU,10,Month-to-month,Yes,Electronic check
4635-EJYPD,32,Two year,No,Mailed check
1866-ZSLJM,21,Month-to-month,No,Credit card (automatic)
4636-TVXVG,62,One year,No,Bank transfer (automatic)
4236-UJPWO,2,Month-to-month,No,Electronic check
9392-XBGTD,27,Two year,No,Mailed check
3387-VATUS,5,Month-to-month,Yes,Bank transfer (automatic)
6402-SSEJG,25,One year,No,Electronic check
1143-NMNQJ,2,Month-to-month,Yes,Electronic check
1169-SAOCL,49,One year,Yes,Bank transfer (automatic)
1110-KYLGQ,63,Month-to-month,No,Credit card (automatic)
9929-PLVPA,4,Month-to-month,No,Credit card (automatic)
3518-PZXZQ,1,Month-to-month,Yes,Mailed check
2371-JUNGC,11,Month-to-month,No,Mailed check
7693-QPEFS,52,Month-to-month,Yes,Bank transfer (automatic)
0924-BJCRC,60,Month-to-month,No,Electronic check
5074-FBGHB,64,One year,Yes,Credit card (automatic)
2351-BKRZW,43,Two year,No,Bank transfer (automatic)
4455-BFSPD,61,One year,No,Bank transfer (automatic)
0415-MOSGF,1,Month-to-month,No,Mailed check
1724-BQUHA,5,Month-to-month,Yes,Electronic check
3948-KXDUF,66,Two year,No,Bank transfer (automatic)
2323-ARSVR,67,Two year,Yes,Electronic check
0815-MFZGM,42,Two year,Yes,Credit card (automatic)
4826-XTSOH,1,Month-to-month,Yes,Electronic check
5480-XTFFL,31,Two year,No,Mailed check
8295-FHIVV,7,Month-to-month,Yes,Mailed check
2495-INZWQ,4,Month-to-month,Yes,Electronic check
9086-YJYXS,34,One year,No,Bank transfer (automatic)
